0.0,0.0,0,3
0.0,0.0,0,3
0.0,54.0,0,3
-21.0,109.5,0,3
-60.0,141.0,0,3
-97.5,147.0,0,3
-123.0,138.0,0,3
-132.0,127.5,0,3
-136.5,135.0,0,3
-123.0,156.0,0,3
-136.5,159.0,0,3
-132.0,166.5,0,3
-84.0,171.0,0,3
-105.0,187.5,0,3
-118.5,190.5,0,3
-114.0,198.0,0,3
-88.5,196.5,0,3
-93.0,210.0,0,3
-84.0,210.0,0,3
-28.5,159.0,0,3
-42.0,195.0,0,3
-63.0,211.5,0,3
-76.5,214.5,0,3
-72.0,222.0,0,3
-46.5,220.5,0,3
-51.0,234.0,0,3
-42.0,234.0,0,3
-15.0,195.0,0,3
-10.5,220.5,0,3
-15.0,234.0,0,3
-6.0,234.0,0,3
3.0,211.5,0,3
12.0,222.0,0,3
16.5,214.5,0,3
21.0,109.5,0,3
28.5,159.0,0,3
15.0,195.0,0,3
-3.0,211.5,0,3
-16.5,214.5,0,3
-12.0,222.0,0,3
10.5,220.5,0,3
6.0,234.0,0,3
15.0,234.0,0,3
42.0,195.0,0,3
46.5,220.5,0,3
42.0,234.0,0,3
51.0,234.0,0,3
63.0,211.5,0,3
72.0,222.0,0,3
76.5,214.5,0,3
60.0,141.0,0,3
84.0,171.0,0,3
88.5,196.5,0,3
84.0,210.0,0,3
93.0,210.0,0,3
105.0,187.5,0,3
114.0,198.0,0,3
118.5,190.5,0,3
97.5,147.0,0,3
123.0,156.0,0,3
132.0,166.5,0,3
136.5,159.0,0,3
123.0,138.0,0,3
136.5,135.0,0,3
132.0,127.5,0,3
0.0,0.0,0,3
0.0,0.0,0,3
0.0,0.0,0,3
0.0,0.0,0,3
-54.0,0.0,0,3
-109.5,-21.0,0,3
-141.0,-60.0,0,3
-147.0,-97.5,0,3
-138.0,-123.0,0,3
-127.5,-132.0,0,3
-135.0,-136.5,0,3
-156.0,-123.0,0,3
-159.0,-136.5,0,3
-166.5,-132.0,0,3
-171.0,-84.0,0,3
-187.5,-105.0,0,3
-190.5,-118.5,0,3
-198.0,-114.0,0,3
-196.5,-88.5,0,3
-210.0,-93.0,0,3
-210.0,-84.0,0,3
-159.0,-28.5,0,3
-195.0,-43.5,0,3
-211.5,-63.0,0,3
-214.5,-76.5,0,3
-222.0,-72.0,0,3
-220.5,-48.0,0,3
-234.0,-52.5,0,3
-234.0,-43.5,0,3
-195.0,-15.0,0,3
-220.5,-10.5,0,3
-234.0,-15.0,0,3
-234.0,-6.0,0,3
-211.5,3.0,0,3
-222.0,12.0,0,3
-214.5,16.5,0,3
-109.5,22.5,0,3
-159.0,30.0,0,3
-195.0,16.5,0,3
-211.5,-3.0,0,3
-214.5,-16.5,0,3
-222.0,-12.0,0,3
-220.5,12.0,0,3
-234.0,7.5,0,3
-234.0,16.5,0,3
-195.0,43.5,0,3
-220.5,48.0,0,3
-234.0,43.5,0,3
-234.0,52.5,0,3
-211.5,63.0,0,3
-222.0,72.0,0,3
-214.5,76.5,0,3
-141.0,60.0,0,3
-171.0,84.0,0,3
-196.5,88.5,0,3
-210.0,84.0,0,3
-210.0,93.0,0,3
-187.5,105.0,0,3
-198.0,114.0,0,3
-190.5,118.5,0,3
-147.0,97.5,0,3
-156.0,123.0,0,3
-166.5,132.0,0,3
-159.0,136.5,0,3
-138.0,123.0,0,3
-135.0,136.5,0,3
-127.5,132.0,0,3
0.0,0.0,0,3
0.0,0.0,0,3
0.0,0.0,0,3
0.0,0.0,0,3
0.0,-54.0,0,3
21.0,-109.5,0,3
60.0,-141.0,0,3
97.5,-147.0,0,3
123.0,-138.0,0,3
132.0,-127.5,0,3
136.5,-135.0,0,3
123.0,-156.0,0,3
136.5,-159.0,0,3
132.0,-166.5,0,3
84.0,-171.0,0,3
105.0,-187.5,0,3
118.5,-190.5,0,3
114.0,-198.0,0,3
88.5,-196.5,0,3
93.0,-210.0,0,3
84.0,-210.0,0,3
28.5,-159.0,0,3
43.5,-195.0,0,3
63.0,-211.5,0,3
76.5,-214.5,0,3
72.0,-222.0,0,3
48.0,-220.5,0,3
52.5,-234.0,0,3
43.5,-234.0,0,3
15.0,-195.0,0,3
10.5,-220.5,0,3
15.0,-234.0,0,3
6.0,-234.0,0,3
-3.0,-211.5,0,3
-12.0,-222.0,0,3
-16.5,-214.5,0,3
-22.5,-109.5,0,3
-30.0,-159.0,0,3
-16.5,-195.0,0,3
3.0,-211.5,0,3
16.5,-214.5,0,3
12.0,-222.0,0,3
-12.0,-220.5,0,3
-7.5,-234.0,0,3
-16.5,-234.0,0,3
-43.5,-195.0,0,3
-48.0,-220.5,0,3
-43.5,-234.0,0,3
-52.5,-234.0,0,3
-63.0,-211.5,0,3
-72.0,-222.0,0,3
-76.5,-214.5,0,3
-60.0,-141.0,0,3
-84.0,-171.0,0,3
-88.5,-196.5,0,3
-84.0,-210.0,0,3
-93.0,-210.0,0,3
-105.0,-187.5,0,3
-114.0,-198.0,0,3
-118.5,-190.5,0,3
-97.5,-147.0,0,3
-123.0,-156.0,0,3
-132.0,-166.5,0,3
-136.5,-159.0,0,3
-123.0,-138.0,0,3
-136.5,-135.0,0,3
-132.0,-127.5,0,3
0.0,0.0,0,3
0.0,0.0,0,3
0.0,0.0,0,3
0.0,0.0,0,3
54.0,0.0,0,3
109.5,21.0,0,3
141.0,60.0,0,3
147.0,97.5,0,3
138.0,123.0,0,3
127.5,132.0,0,3
135.0,136.5,0,3
156.0,123.0,0,3
159.0,136.5,0,3
166.5,132.0,0,3
171.0,84.0,0,3
187.5,105.0,0,3
190.5,118.5,0,3
198.0,114.0,0,3
196.5,88.5,0,3
210.0,93.0,0,3
210.0,84.0,0,3
159.0,28.5,0,3
195.0,42.0,0,3
211.5,63.0,0,3
214.5,76.5,0,3
222.0,72.0,0,3
220.5,46.5,0,3
234.0,51.0,0,3
234.0,42.0,0,3
195.0,15.0,0,3
220.5,10.5,0,3
234.0,15.0,0,3
234.0,6.0,0,3
211.5,-3.0,0,3
222.0,-12.0,0,3
214.5,-16.5,0,3
109.5,-22.5,0,3
159.0,-30.0,0,3
195.0,-16.5,0,3
211.5,3.0,0,3
214.5,16.5,0,3
222.0,12.0,0,3
220.5,-12.0,0,3
234.0,-7.5,0,3
234.0,-16.5,0,3
195.0,-43.5,0,3
220.5,-48.0,0,3
234.0,-43.5,0,3
234.0,-52.5,0,3
211.5,-63.0,0,3
222.0,-72.0,0,3
214.5,-76.5,0,3
141.0,-60.0,0,3
171.0,-84.0,0,3
196.5,-88.5,0,3
210.0,-84.0,0,3
210.0,-93.0,0,3
187.5,-105.0,0,3
198.0,-114.0,0,3
190.5,-118.5,0,3
147.0,-97.5,0,3
156.0,-123.0,0,3
166.5,-132.0,0,3
159.0,-136.5,0,3
138.0,-123.0,0,3
135.0,-136.5,0,3
127.5,-132.0,0,3
0.0,0.0,0,3
0.0,0.0,0,3
0.0,67.5,0,3
-13.5,144.0,0,3
-40.5,201.0,0,3
-72.0,237.0,0,3
-100.5,256.5,0,3
-117.0,264.0,0,3
-114.0,268.5,0,3
-91.5,265.5,0,3
-103.5,279.0,0,3
-99.0,282.0,0,3
-57.0,246.0,0,3
-72.0,276.0,0,3
-84.0,291.0,0,3
-78.0,294.0,0,3
-60.0,279.0,0,3
-63.0,298.5,0,3
-57.0,298.5,0,3
-18.0,207.0,0,3
-27.0,255.0,0,3
-42.0,285.0,0,3
-54.0,298.5,0,3
-48.0,301.5,0,3
-30.0,288.0,0,3
-33.0,306.0,0,3
-27.0,306.0,0,3
-10.5,255.0,0,3
-7.5,288.0,0,3
-10.5,306.0,0,3
-4.5,306.0,0,3
3.0,285.0,0,3
9.0,301.5,0,3
15.0,298.5,0,3
13.5,144.0,0,3
18.0,207.0,0,3
10.5,255.0,0,3
-3.0,285.0,0,3
-15.0,298.5,0,3
-9.0,301.5,0,3
7.5,288.0,0,3
4.5,306.0,0,3
10.5,306.0,0,3
27.0,255.0,0,3
30.0,288.0,0,3
27.0,306.0,0,3
33.0,306.0,0,3
42.0,285.0,0,3
48.0,301.5,0,3
54.0,298.5,0,3
40.5,201.0,0,3
57.0,246.0,0,3
60.0,279.0,0,3
57.0,298.5,0,3
63.0,298.5,0,3
72.0,276.0,0,3
78.0,294.0,0,3
84.0,291.0,0,3
72.0,237.0,0,3
91.5,265.5,0,3
99.0,282.0,0,3
103.5,279.0,0,3
100.5,256.5,0,3
114.0,268.5,0,3
117.0,264.0,0,3
-67.5,0.0,0,3
-144.0,-13.5,0,3
-201.0,-40.5,0,3
-237.0,-72.0,0,3
-256.5,-100.5,0,3
-264.0,-117.0,0,3
-268.5,-114.0,0,3
-265.5,-91.5,0,3
-279.0,-103.5,0,3
-282.0,-99.0,0,3
-246.0,-57.0,0,3
-276.0,-72.0,0,3
-291.0,-84.0,0,3
-294.0,-78.0,0,3
-279.0,-60.0,0,3
-298.5,-63.0,0,3
-298.5,-57.0,0,3
-207.0,-18.0,0,3
-255.0,-27.0,0,3
-285.0,-42.0,0,3
-298.5,-54.0,0,3
-301.5,-48.0,0,3
-288.0,-30.0,0,3
-306.0,-33.0,0,3
-306.0,-27.0,0,3
-255.0,-10.5,0,3
-288.0,-7.5,0,3
-306.0,-10.5,0,3
-306.0,-4.5,0,3
-285.0,3.0,0,3
-301.5,9.0,0,3
-298.5,15.0,0,3
-144.0,13.5,0,3
-207.0,18.0,0,3
-255.0,10.5,0,3
-285.0,-3.0,0,3
-298.5,-15.0,0,3
-301.5,-9.0,0,3
-288.0,7.5,0,3
-306.0,4.5,0,3
-306.0,10.5,0,3
-255.0,27.0,0,3
-288.0,30.0,0,3
-306.0,27.0,0,3
-306.0,33.0,0,3
-285.0,42.0,0,3
-301.5,48.0,0,3
-298.5,54.0,0,3
-201.0,40.5,0,3
-246.0,57.0,0,3
-279.0,60.0,0,3
-298.5,57.0,0,3
-298.5,63.0,0,3
-276.0,72.0,0,3
-294.0,78.0,0,3
-291.0,84.0,0,3
-237.0,72.0,0,3
-265.5,91.5,0,3
-282.0,99.0,0,3
-279.0,103.5,0,3
-256.5,100.5,0,3
-268.5,114.0,0,3
-264.0,117.0,0,3
0.0,-67.5,0,3
13.5,-144.0,0,3
40.5,-201.0,0,3
72.0,-237.0,0,3
100.5,-256.5,0,3
117.0,-264.0,0,3
114.0,-268.5,0,3
91.5,-265.5,0,3
103.5,-279.0,0,3
99.0,-282.0,0,3
57.0,-246.0,0,3
72.0,-276.0,0,3
84.0,-291.0,0,3
78.0,-294.0,0,3
60.0,-279.0,0,3
63.0,-298.5,0,3
57.0,-298.5,0,3
18.0,-207.0,0,3
27.0,-255.0,0,3
42.0,-285.0,0,3
54.0,-298.5,0,3
48.0,-301.5,0,3
30.0,-288.0,0,3
33.0,-306.0,0,3
27.0,-306.0,0,3
10.5,-255.0,0,3
7.5,-288.0,0,3
10.5,-306.0,0,3
4.5,-306.0,0,3
-3.0,-285.0,0,3
-9.0,-301.5,0,3
-15.0,-298.5,0,3
-13.5,-144.0,0,3
-18.0,-207.0,0,3
-10.5,-255.0,0,3
3.0,-285.0,0,3
15.0,-298.5,0,3
9.0,-301.5,0,3
-7.5,-288.0,0,3
-4.5,-306.0,0,3
-10.5,-306.0,0,3
-27.0,-255.0,0,3
-30.0,-288.0,0,3
-27.0,-306.0,0,3
-33.0,-306.0,0,3
-42.0,-285.0,0,3
-48.0,-301.5,0,3
-54.0,-298.5,0,3
-40.5,-201.0,0,3
-57.0,-246.0,0,3
-60.0,-279.0,0,3
-57.0,-298.5,0,3
-63.0,-298.5,0,3
-72.0,-276.0,0,3
-78.0,-294.0,0,3
-84.0,-291.0,0,3
-72.0,-237.0,0,3
-91.5,-265.5,0,3
-99.0,-282.0,0,3
-103.5,-279.0,0,3
-100.5,-256.5,0,3
-114.0,-268.5,0,3
-117.0,-264.0,0,3
67.5,0.0,0,3
144.0,13.5,0,3
201.0,40.5,0,3
237.0,72.0,0,3
256.5,100.5,0,3
264.0,117.0,0,3
268.5,114.0,0,3
265.5,91.5,0,3
279.0,103.5,0,3
282.0,99.0,0,3
246.0,57.0,0,3
276.0,72.0,0,3
291.0,84.0,0,3
294.0,78.0,0,3
279.0,60.0,0,3
298.5,63.0,0,3
298.5,57.0,0,3
207.0,18.0,0,3
255.0,27.0,0,3
285.0,42.0,0,3
298.5,54.0,0,3
301.5,48.0,0,3
288.0,30.0,0,3
306.0,33.0,0,3
306.0,27.0,0,3
255.0,10.5,0,3
288.0,7.5,0,3
306.0,10.5,0,3
306.0,4.5,0,3
285.0,-3.0,0,3
301.5,-9.0,0,3
298.5,-15.0,0,3
144.0,-13.5,0,3
207.0,-18.0,0,3
255.0,-10.5,0,3
285.0,3.0,0,3
298.5,15.0,0,3
301.5,9.0,0,3
288.0,-7.5,0,3
306.0,-4.5,0,3
306.0,-10.5,0,3
255.0,-27.0,0,3
288.0,-30.0,0,3
306.0,-27.0,0,3
306.0,-33.0,0,3
285.0,-42.0,0,3
301.5,-48.0,0,3
298.5,-54.0,0,3
201.0,-40.5,0,3
246.0,-57.0,0,3
279.0,-60.0,0,3
298.5,-57.0,0,3
298.5,-63.0,0,3
276.0,-72.0,0,3
294.0,-78.0,0,3
291.0,-84.0,0,3
237.0,-72.0,0,3
265.5,-91.5,0,3
282.0,-99.0,0,3
279.0,-103.5,0,3
256.5,-100.5,0,3
268.5,-114.0,0,3
264.0,-117.0,0,3
